Estado,Año,Mes,Tasa de desempleo,Id_estado
Indiana,2001,Julio,4.2,IN
Indiana,2001,Junio,4.0,IN
Indiana,2001,Mayo,3.9,IN
Indiana,2001,Abril,3.8,IN
Indiana,2001,Marzo,3.7,IN
Indiana,2001,Febrero,3.5,IN
Indiana,2001,Enero,3.3,IN
Indiana,2002,Diciembre,5.0,IN
Indiana,2002,Noviembre,5.0,IN
Indiana,2002,Octubre,5.0,IN
Indiana,2002,Septiembre,5.0,IN
Indiana,2002,Agosto,5.0,IN
Indiana,2002,Julio,5.1,IN
Indiana,2002,Junio,5.2,IN
Indiana,2002,Mayo,5.3,IN
Indiana,2002,Abril,5.4,IN
Indiana,2002,Marzo,5.4,IN
Indiana,2002,Febrero,5.5,IN
Indiana,2002,Enero,5.4,IN
Indiana,2003,Diciembre,5.4,IN
Indiana,2003,Noviembre,5.4,IN
Indiana,2003,Octubre,5.4,IN
Indiana,2003,Septiembre,5.4,IN
Indiana,2003,Agosto,5.5,IN
Indiana,2003,Julio,5.4,IN
Indiana,2003,Junio,5.3,IN
Indiana,2003,Mayo,5.2,IN
Indiana,2003,Abril,5.2,IN
Indiana,2003,Marzo,5.1,IN
Indiana,2003,Febrero,5.0,IN
Indiana,2003,Enero,5.0,IN
Indiana,2004,Diciembre,5.6,IN
Indiana,2004,Noviembre,5.5,IN
Indiana,2004,Octubre,5.5,IN
Indiana,2004,Septiembre,5.4,IN
Indiana,2004,Agosto,5.3,IN
Indiana,2004,Julio,5.3,IN
Indiana,2004,Junio,5.3,IN
Indiana,2004,Mayo,5.3,IN
Indiana,2004,Abril,5.4,IN
Indiana,2004,Marzo,5.4,IN
Indiana,2004,Febrero,5.5,IN
Indiana,2004,Enero,5.3,IN
Indiana,2005,Diciembre,5.2,IN
Indiana,2005,Noviembre,5.3,IN
Indiana,2005,Octubre,5.4,IN
Indiana,2005,Septiembre,5.4,IN
Indiana,2005,Agosto,5.4,IN
Indiana,2005,Julio,5.3,IN
Indiana,2005,Junio,5.3,IN
Indiana,2005,Mayo,5.3,IN
Indiana,2005,Abril,5.4,IN
Indiana,2005,Marzo,5.5,IN
Indiana,2005,Febrero,5.6,IN
Indiana,2005,Enero,5.6,IN
Indiana,2006,Diciembre,4.8,IN
Indiana,2006,Noviembre,4.9,IN
Indiana,2006,Octubre,5.0,IN
Indiana,2006,Septiembre,5.0,IN
Indiana,2006,Agosto,5.1,IN
Indiana,2006,Julio,5.1,IN
Indiana,2006,Junio,5.1,IN
Indiana,2006,Mayo,5.0,IN
Indiana,2006,Abril,5.0,IN
Indiana,2006,Marzo,4.9,IN
Indiana,2006,Febrero,5.0,IN
Indiana,2006,Enero,5.1,IN
Indiana,2007,Diciembre,4.8,IN
Indiana,2007,Noviembre,4.8,IN
Indiana,2007,Octubre,4.8,IN
Indiana,2007,Septiembre,4.7,IN
Indiana,2007,Agosto,4.6,IN
Indiana,2007,Julio,4.5,IN
Indiana,2007,Junio,4.5,IN
Indiana,2007,Mayo,4.5,IN
Indiana,2007,Abril,4.5,IN
Indiana,2007,Marzo,4.5,IN
Indiana,2007,Febrero,4.6,IN
Indiana,2007,Enero,4.7,IN
Indiana,2008,Diciembre,8.3,IN
Indiana,2008,Noviembre,7.5,IN
Indiana,2008,Octubre,6.9,IN
Indiana,2008,Septiembre,6.4,IN
Indiana,2008,Agosto,6.0,IN
Indiana,2008,Julio,5.8,IN
Indiana,2008,Junio,5.5,IN
Indiana,2008,Mayo,5.3,IN
Indiana,2008,Abril,5.1,IN
Indiana,2008,Marzo,4.9,IN
Indiana,2008,Febrero,4.8,IN
Indiana,2008,Enero,4.8,IN
Indiana,2009,Diciembre,10.6,IN
Indiana,2009,Noviembre,10.6,IN
Indiana,2009,Octubre,10.6,IN
Indiana,2009,Septiembre,10.6,IN
Indiana,2009,Agosto,10.7,IN
Indiana,2009,Julio,10.7,IN
Indiana,2009,Junio,10.8,IN
Indiana,2009,Mayo,10.8,IN
Indiana,2009,Abril,10.7,IN
Indiana,2009,Marzo,10.3,IN
Indiana,2009,Febrero,9.8,IN
Indiana,2009,Enero,9.0,IN
Indiana,2010,Diciembre,9.3,IN
Indiana,2010,Noviembre,9.5,IN
Indiana,2010,Octubre,9.7,IN
Indiana,2010,Septiembre,9.8,IN
Indiana,2010,Agosto,9.9,IN
Indiana,2010,Julio,10.0,IN
Indiana,2010,Junio,10.1,IN
Indiana,2010,Mayo,10.3,IN
Indiana,2010,Abril,10.4,IN
Indiana,2010,Marzo,10.6,IN
Indiana,2010,Febrero,10.7,IN
Indiana,2010,Enero,10.7,IN
Kansas,2000,Diciembre,4.0,KS
Kansas,2000,Noviembre,3.9,KS
Kansas,2000,Octubre,3.9,KS
Kansas,2000,Septiembre,3.8,KS
Kansas,2000,Agosto,3.8,KS
Kansas,2000,Julio,3.8,KS
Kansas,2000,Junio,3.8,KS
Kansas,2000,Mayo,3.7,KS
Kansas,2000,Abril,3.7,KS
Kansas,2000,Marzo,3.7,KS
Kansas,2000,Febrero,3.6,KS
Kansas,2000,Enero,3.6,KS
Kansas,2001,Diciembre,4.8,KS
Kansas,2001,Noviembre,4.7,KS
Kansas,2001,Octubre,4.5,KS
Kansas,2001,Septiembre,4.4,KS
Kansas,2001,Agosto,4.2,KS
Kansas,2001,Julio,4.1,KS
Kansas,2001,Junio,4.1,KS
Kansas,2001,Mayo,4.1,KS
Kansas,2001,Abril,4.1,KS
Kansas,2001,Marzo,4.1,KS
Kansas,2001,Febrero,4.1,KS
Kansas,2001,Enero,4.0,KS
Kansas,2002,Diciembre,5.1,KS
Kansas,2002,Noviembre,5.1,KS
Kansas,2002,Octubre,5.1,KS
Kansas,2002,Septiembre,5.1,KS
Kansas,2002,Agosto,5.1,KS
Kansas,2002,Julio,5.1,KS
Kansas,2002,Junio,5.1,KS
Kansas,2002,Mayo,5.1,KS
Kansas,2002,Abril,5.1,KS
Kansas,2002,Marzo,5.1,KS
Kansas,2002,Febrero,5.0,KS
Kansas,2002,Enero,5.0,KS
Kansas,2003,Diciembre,5.6,KS
Kansas,2003,Noviembre,5.7,KS
Kansas,2003,Octubre,5.7,KS
Kansas,2003,Septiembre,5.7,KS
Kansas,2003,Agosto,5.8,KS
Kansas,2003,Julio,5.8,KS
Kansas,2003,Junio,5.7,KS
Kansas,2003,Mayo,5.6,KS
Kansas,2003,Abril,5.4,KS
Kansas,2003,Marzo,5.3,KS
Kansas,2003,Febrero,5.2,KS
Kansas,2003,Enero,5.1,KS
Kansas,2004,Diciembre,5.4,KS
Kansas,2004,Noviembre,5.4,KS
Kansas,2004,Octubre,5.4,KS
Kansas,2004,Septiembre,5.4,KS
Kansas,2004,Agosto,5.5,KS
Kansas,2004,Julio,5.5,KS
Kansas,2004,Junio,5.5,KS
Kansas,2004,Mayo,5.6,KS
Kansas,2004,Abril,5.6,KS
Kansas,2004,Marzo,5.6,KS
Kansas,2004,Febrero,5.6,KS
Kansas,2004,Enero,5.6,KS
Kansas,2005,Diciembre,4.8,KS
Kansas,2005,Noviembre,4.9,KS
Kansas,2005,Octubre,4.9,KS
Kansas,2005,Septiembre,4.9,KS
Kansas,2005,Agosto,5.0,KS
Kansas,2005,Julio,5.0,KS
Kansas,2005,Junio,5.0,KS
Kansas,2005,Mayo,5.1,KS
Kansas,2005,Abril,5.2,KS
Kansas,2005,Marzo,5.3,KS
Kansas,2005,Febrero,5.3,KS
Kansas,2005,Enero,5.4,KS
Kansas,2006,Diciembre,4.3,KS
Kansas,2006,Noviembre,4.3,KS
Kansas,2006,Octubre,4.3,KS
Kansas,2006,Septiembre,4.3,KS
Kansas,2006,Agosto,4.4,KS
Kansas,2006,Julio,4.4,KS
Kansas,2006,Junio,4.4,KS
Kansas,2006,Mayo,4.4,KS
Kansas,2006,Abril,4.5,KS
Kansas,2006,Marzo,4.5,KS
Kansas,2006,Febrero,4.6,KS
Kansas,2006,Enero,4.7,KS
Kansas,2007,Diciembre,4.3,KS
Kansas,2007,Noviembre,4.3,KS
Kansas,2007,Octubre,4.3,KS
Kansas,2007,Septiembre,4.3,KS
Kansas,2007,Agosto,4.2,KS
Kansas,2007,Julio,4.2,KS
Kansas,2007,Junio,4.2,KS
Kansas,2007,Mayo,4.2,KS
Kansas,2007,Abril,4.2,KS
Kansas,2007,Marzo,4.2,KS
Kansas,2007,Febrero,4.2,KS
Kansas,2007,Enero,4.2,KS
Kansas,2008,Diciembre,5.5,KS
Kansas,2008,Noviembre,5.2,KS
Kansas,2008,Octubre,5.0,KS
Kansas,2008,Septiembre,4.8,KS
Kansas,2008,Agosto,4.7,KS
Kansas,2008,Julio,4.5,KS
Kansas,2008,Junio,4.4,KS
Kansas,2008,Mayo,4.3,KS
Kansas,2008,Abril,4.2,KS
Kansas,2008,Marzo,4.2,KS
Kansas,2008,Febrero,4.2,KS
Kansas,2008,Enero,4.3,KS
Kansas,2009,Diciembre,7.2,KS
Kansas,2009,Noviembre,7.2,KS
Kansas,2009,Octubre,7.2,KS
Kansas,2009,Septiembre,7.2,KS
Kansas,2009,Agosto,7.3,KS
Kansas,2009,Julio,7.2,KS
Kansas,2009,Junio,7.2,KS
Kansas,2009,Mayo,7.0,KS
Kansas,2009,Abril,6.8,KS
Kansas,2009,Marzo,6.5,KS
Kansas,2009,Febrero,6.1,KS
Kansas,2009,Enero,5.8,KS
Kansas,2010,Diciembre,6.8,KS
Kansas,2010,Noviembre,6.9,KS
Kansas,2010,Octubre,6.9,KS
Kansas,2010,Septiembre,6.8,KS
Kansas,2010,Agosto,6.8,KS
Kansas,2010,Julio,6.8,KS
Kansas,2010,Junio,6.8,KS
Kansas,2010,Mayo,6.9,KS
Kansas,2010,Abril,7.0,KS
Kansas,2010,Marzo,7.1,KS
Kansas,2010,Febrero,7.2,KS
Kansas,2010,Enero,7.2,KS
Kentucky,2000,Diciembre,4.4,KY
Kentucky,2000,Noviembre,4.3,KY
Kentucky,2000,Octubre,4.3,KY
Kentucky,2000,Septiembre,4.2,KY
Kentucky,2000,Agosto,4.2,KY
Kentucky,2000,Julio,4.1,KY
Kentucky,2000,Junio,4.1,KY
Kentucky,2000,Mayo,4.0,KY
Kentucky,2000,Abril,4.0,KY
Kentucky,2000,Marzo,4.0,KY
Kentucky,2000,Febrero,4.0,KY
Kentucky,2000,Enero,4.1,KY
Kentucky,2001,Diciembre,5.9,KY
Kentucky,2001,Noviembre,5.9,KY
Kentucky,2001,Octubre,5.7,KY
Kentucky,2001,Septiembre,5.6,KY
Kentucky,2001,Agosto,5.4,KY
Kentucky,2001,Julio,5.2,KY
Kentucky,2001,Junio,5.1,KY
Kentucky,2001,Mayo,4.9,KY
Kentucky,2001,Abril,4.9,KY
Kentucky,2001,Marzo,4.8,KY
Kentucky,2001,Febrero,4.6,KY
Kentucky,2001,Enero,4.5,KY
Kentucky,2002,Diciembre,5.9,KY
Kentucky,2002,Noviembre,5.9,KY
Kentucky,2002,Octubre,5.8,KY
Kentucky,2002,Septiembre,5.7,KY
Kentucky,2002,Agosto,5.7,KY
Kentucky,2002,Julio,5.7,KY
Kentucky,2002,Junio,5.7,KY
Kentucky,2002,Mayo,5.7,KY
Kentucky,2002,Abril,5.8,KY
Kentucky,2002,Marzo,5.8,KY
Kentucky,2002,Febrero,5.9,KY
Kentucky,2002,Enero,5.9,KY
Kentucky,2003,Diciembre,5.9,KY
Kentucky,2003,Noviembre,6.0,KY
Kentucky,2003,Octubre,6.1,KY
Kentucky,2003,Septiembre,6.2,KY
Kentucky,2003,Agosto,6.3,KY
Kentucky,2003,Julio,6.4,KY
Kentucky,2003,Junio,6.4,KY
Kentucky,2003,Mayo,6.4,KY
Kentucky,2003,Abril,6.3,KY
Kentucky,2003,Marzo,6.2,KY
Kentucky,2003,Febrero,6.1,KY
Kentucky,2003,Enero,6.0,KY
Kentucky,2004,Diciembre,5.4,KY
Kentucky,2004,Noviembre,5.3,KY
Kentucky,2004,Octubre,5.3,KY
Kentucky,2004,Septiembre,5.3,KY
Kentucky,2004,Agosto,5.3,KY
Kentucky,2004,Julio,5.4,KY
Kentucky,2004,Junio,5.5,KY
Kentucky,2004,Mayo,5.6,KY
Kentucky,2004,Abril,5.7,KY
Kentucky,2004,Marzo,5.7,KY
Kentucky,2004,Febrero,5.7,KY
Kentucky,2004,Enero,5.8,KY
Kentucky,2005,Diciembre,6.1,KY
Kentucky,2005,Noviembre,6.2,KY
Kentucky,2005,Octubre,6.1,KY
Kentucky,2005,Septiembre,6.1,KY
Kentucky,2005,Agosto,6.0,KY
Kentucky,2005,Julio,5.9,KY
Kentucky,2005,Junio,5.8,KY
Kentucky,2005,Mayo,5.8,KY
Kentucky,2005,Abril,5.7,KY
Kentucky,2005,Marzo,5.7,KY
Kentucky,2005,Febrero,5.6,KY
Kentucky,2005,Enero,5.5,KY
Kentucky,2006,Diciembre,5.5,KY
Kentucky,2006,Noviembre,5.6,KY
Kentucky,2006,Octubre,5.7,KY
Kentucky,2006,Septiembre,5.7,KY
Kentucky,2006,Agosto,5.7,KY
Kentucky,2006,Julio,5.7,KY
Kentucky,2006,Junio,5.7,KY
Kentucky,2006,Mayo,5.7,KY
Kentucky,2006,Abril,5.7,KY
Kentucky,2006,Marzo,5.8,KY
Kentucky,2006,Febrero,5.9,KY
Kentucky,2006,Enero,6.0,KY
Kentucky,2007,Diciembre,5.4,KY
Kentucky,2007,Noviembre,5.4,KY
Kentucky,2007,Octubre,5.4,KY
Kentucky,2007,Septiembre,5.4,KY
Kentucky,2007,Agosto,5.4,KY
Kentucky,2007,Julio,5.3,KY
Kentucky,2007,Junio,5.3,KY
Kentucky,2007,Mayo,5.3,KY
Kentucky,2007,Abril,5.3,KY
Kentucky,2007,Marzo,5.3,KY
Kentucky,2007,Febrero,5.4,KY
Kentucky,2007,Enero,5.5,KY
Kentucky,2008,Diciembre,8.7,KY
Kentucky,2008,Noviembre,8.1,KY
Kentucky,2008,Octubre,7.5,KY
Kentucky,2008,Septiembre,7.1,KY
Kentucky,2008,Agosto,6.7,KY
Kentucky,2008,Julio,6.4,KY
Kentucky,2008,Junio,6.1,KY
Kentucky,2008,Mayo,5.9,KY
Kentucky,2008,Abril,5.6,KY
Kentucky,2008,Marzo,5.5,KY
Kentucky,2008,Febrero,5.4,KY
Kentucky,2008,Enero,5.3,KY
Kentucky,2009,Diciembre,10.9,KY
Kentucky,2009,Noviembre,10.9,KY
Kentucky,2009,Octubre,10.9,KY
Kentucky,2009,Septiembre,11.0,KY
Kentucky,2009,Agosto,11.1,KY
Kentucky,2009,Julio,11.2,KY
Kentucky,2009,Junio,11.2,KY
Kentucky,2009,Mayo,11.1,KY
Kentucky,2009,Abril,10.9,KY
Kentucky,2009,Marzo,10.6,KY
Kentucky,2009,Febrero,10.0,KY
Kentucky,2009,Enero,9.4,KY
Kentucky,2010,Diciembre,9.9,KY
Kentucky,2010,Noviembre,10.0,KY
Kentucky,2010,Octubre,10.0,KY
Kentucky,2010,Septiembre,10.0,KY
Kentucky,2010,Agosto,10.0,KY
Kentucky,2010,Julio,10.0,KY
Kentucky,2010,Junio,10.1,KY
Kentucky,2010,Mayo,10.3,KY
Kentucky,2010,Abril,10.5,KY
Kentucky,2010,Marzo,10.7,KY
Kentucky,2010,Febrero,10.8,KY
Kentucky,2010,Enero,10.9,KY
Luisiana,2000,Diciembre,5.5,
Luisiana,2000,Noviembre,5.4,
Luisiana,2000,Octubre,5.4,
Luisiana,2000,Septiembre,5.3,
Luisiana,2000,Agosto,5.2,
Luisiana,2000,Julio,5.2,
Luisiana,2000,Junio,5.1,
Luisiana,2000,Mayo,5.0,
Luisiana,2000,Abril,5.0,
Luisiana,2000,Marzo,4.9,
Luisiana,2000,Febrero,4.9,
Luisiana,2000,Enero,4.9,
Luisiana,2001,Diciembre,6.1,
Luisiana,2001,Noviembre,6.1,
Luisiana,2001,Octubre,5.9,
Luisiana,2001,Septiembre,5.7,
Luisiana,2001,Agosto,5.5,
Luisiana,2001,Julio,5.4,
Luisiana,2001,Junio,5.3,
Luisiana,2001,Mayo,5.3,
Luisiana,2001,Abril,5.4,
Luisiana,2001,Marzo,5.5,
Luisiana,2001,Febrero,5.5,
Luisiana,2001,Enero,5.5,
Luisiana,2002,Diciembre,6.0,
Luisiana,2002,Noviembre,6.0,
Luisiana,2002,Octubre,5.9,
Luisiana,2002,Septiembre,5.9,
Luisiana,2002,Agosto,5.9,
Luisiana,2002,Julio,5.9,
Luisiana,2002,Junio,5.9,
Luisiana,2002,Mayo,6.0,
Luisiana,2002,Abril,6.0,
Luisiana,2002,Marzo,6.1,
Luisiana,2002,Febrero,6.1,
Luisiana,2002,Enero,6.2,
Luisiana,2003,Diciembre,5.8,
Luisiana,2003,Noviembre,5.9,
Luisiana,2003,Octubre,6.0,
Luisiana,2003,Septiembre,6.2,
Luisiana,2003,Agosto,6.4,
Luisiana,2003,Julio,6.6,
Luisiana,2003,Junio,6.7,
Luisiana,2003,Mayo,6.6,
Luisiana,2003,Abril,6.5,
Luisiana,2003,Marzo,6.4,
Luisiana,2003,Febrero,6.2,
Luisiana,2003,Enero,6.1,
Luisiana,2004,Diciembre,5.6,
Luisiana,2004,Noviembre,5.5,
Luisiana,2004,Octubre,5.5,
Luisiana,2004,Septiembre,5.5,
Luisiana,2004,Agosto,5.6,
Luisiana,2004,Julio,5.7,
Luisiana,2004,Junio,5.8,
Luisiana,2004,Mayo,5.8,
Luisiana,2004,Abril,5.9,
Luisiana,2004,Marzo,5.9,
Luisiana,2004,Febrero,5.8,
Luisiana,2004,Enero,5.8,
Luisiana,2005,Diciembre,6.4,
Luisiana,2005,Noviembre,11.3,
Luisiana,2005,Octubre,11.4,
Luisiana,2005,Septiembre,11.4,
Luisiana,2005,Agosto,5.6,
Luisiana,2005,Julio,5.5,
Luisiana,2005,Junio,5.4,
Luisiana,2005,Mayo,5.5,
Luisiana,2005,Abril,5.5,
Luisiana,2005,Marzo,5.5,
Luisiana,2005,Febrero,5.6,
Luisiana,2005,Enero,5.6,
Luisiana,2006,Diciembre,4.1,
Luisiana,2006,Noviembre,4.1,
Luisiana,2006,Octubre,4.0,
Luisiana,2006,Septiembre,4.0,
Luisiana,2006,Agosto,3.9,
Luisiana,2006,Julio,3.9,
Luisiana,2006,Junio,3.9,
Luisiana,2006,Mayo,3.9,
Luisiana,2006,Abril,4.0,
Luisiana,2006,Marzo,4.3,
Luisiana,2006,Febrero,4.6,
Luisiana,2006,Enero,4.9,
Luisiana,2007,Diciembre,4.0,
Luisiana,2007,Noviembre,3.9,
Luisiana,2007,Octubre,3.9,
Luisiana,2007,Septiembre,3.9,
Luisiana,2007,Agosto,4.0,
Luisiana,2007,Julio,4.1,
Luisiana,2007,Junio,4.2,
Luisiana,2007,Mayo,4.3,
Luisiana,2007,Abril,4.3,
Luisiana,2007,Marzo,4.2,
Luisiana,2007,Febrero,4.2,
Luisiana,2007,Enero,4.1,
Luisiana,2008,Diciembre,5.7,
Luisiana,2008,Noviembre,5.5,
Luisiana,2008,Octubre,5.2,
Luisiana,2008,Septiembre,5.0,
Luisiana,2008,Agosto,4.8,
Luisiana,2008,Julio,4.6,
Luisiana,2008,Junio,4.4,
Luisiana,2008,Mayo,4.3,
Luisiana,2008,Abril,4.2,
Luisiana,2008,Marzo,4.1,
Luisiana,2008,Febrero,4.1,
Luisiana,2008,Enero,4.1,
Luisiana,2009,Diciembre,7.1,
Luisiana,2009,Noviembre,7.0,
Luisiana,2009,Octubre,7.0,
Luisiana,2009,Septiembre,7.0,
Luisiana,2009,Agosto,7.0,
Luisiana,2009,Julio,7.0,
Luisiana,2009,Junio,7.0,
Luisiana,2009,Mayo,6.9,
Luisiana,2009,Abril,6.8,
Luisiana,2009,Marzo,6.5,
Luisiana,2009,Febrero,6.2,
Luisiana,2009,Enero,6.0,
Luisiana,2010,Diciembre,7.8,
Luisiana,2010,Noviembre,7.8,
Luisiana,2010,Octubre,7.8,
Luisiana,2010,Septiembre,7.8,
Luisiana,2010,Agosto,7.7,
Luisiana,2010,Julio,7.6,
Luisiana,2010,Junio,7.4,
Luisiana,2010,Mayo,7.4,
Luisiana,2010,Abril,7.3,
Luisiana,2010,Marzo,7.3,
Luisiana,2010,Febrero,7.2,
Luisiana,2010,Enero,7.1,
Massachusetts,2000,Diciembre,2.8,MA
Massachusetts,2000,Noviembre,2.7,MA
Massachusetts,2000,Octubre,2.7,MA
Massachusetts,2000,Septiembre,2.7,MA
Massachusetts,2000,Agosto,2.7,MA
Massachusetts,2000,Julio,2.7,MA
Massachusetts,2000,Junio,2.8,MA
Massachusetts,2000,Mayo,2.8,MA
Massachusetts,2000,Abril,2.9,MA
Massachusetts,2000,Marzo,2.9,MA
Massachusetts,2000,Febrero,3.0,MA
Massachusetts,2000,Enero,3.1,MA
Massachusetts,2001,Diciembre,4.7,MA
Massachusetts,2001,Noviembre,4.6,MA
Massachusetts,2001,Octubre,4.4,MA
Massachusetts,2001,Septiembre,4.2,MA
Massachusetts,2001,Agosto,4.0,MA
Massachusetts,2001,Julio,3.8,MA
Massachusetts,2001,Junio,3.6,MA
Massachusetts,2001,Mayo,3.5,MA
Massachusetts,2001,Abril,3.4,MA
Massachusetts,2001,Marzo,3.2,MA
Massachusetts,2001,Febrero,3.1,MA
Massachusetts,2001,Enero,2.9,MA
Massachusetts,2002,Diciembre,5.5,MA
Massachusetts,2002,Noviembre,5.5,MA
Massachusetts,2002,Octubre,5.4,MA
Massachusetts,2002,Septiembre,5.3,MA
Massachusetts,2002,Agosto,5.3,MA
Massachusetts,2002,Julio,5.2,MA
Massachusetts,2002,Junio,5.2,MA
Massachusetts,2002,Mayo,5.2,MA
Massachusetts,2002,Abril,5.1,MA
Massachusetts,2002,Marzo,5.0,MA
Massachusetts,2002,Febrero,5.0,MA
Massachusetts,2002,Enero,4.9,MA
Massachusetts,2003,Diciembre,5.5,MA
Massachusetts,2003,Noviembre,5.6,MA
Massachusetts,2003,Octubre,5.7,MA
Massachusetts,2003,Septiembre,5.8,MA
Massachusetts,2003,Agosto,5.8,MA
Massachusetts,2003,Julio,5.9,MA
Massachusetts,2003,Junio,5.9,MA
Massachusetts,2003,Mayo,5.8,MA
Massachusetts,2003,Abril,5.8,MA
Massachusetts,2003,Marzo,5.7,MA
Massachusetts,2003,Febrero,5.7,MA
Massachusetts,2003,Enero,5.6,MA
Massachusetts,2004,Diciembre,4.9,MA
Massachusetts,2004,Noviembre,4.9,MA
Massachusetts,2004,Octubre,4.9,MA
Massachusetts,2004,Septiembre,4.9,MA
Massachusetts,2004,Agosto,5.0,MA
Massachusetts,2004,Julio,5.1,MA
Massachusetts,2004,Junio,5.1,MA
Massachusetts,2004,Mayo,5.2,MA
Massachusetts,2004,Abril,5.2,MA
Massachusetts,2004,Marzo,5.3,MA
Massachusetts,2004,Febrero,5.4,MA
Massachusetts,2004,Enero,5.4,MA
Massachusetts,2005,Diciembre,4.8,MA
Massachusetts,2005,Noviembre,4.8,MA
Massachusetts,2005,Octubre,4.8,MA
Massachusetts,2005,Septiembre,4.8,MA
Massachusetts,2005,Agosto,4.8,MA
Massachusetts,2005,Julio,4.7,MA
Massachusetts,2005,Junio,4.7,MA
Massachusetts,2005,Mayo,4.8,MA
Massachusetts,2005,Abril,4.8,MA
Massachusetts,2005,Marzo,4.8,MA
Massachusetts,2005,Febrero,4.9,MA
Massachusetts,2005,Enero,4.9,MA
Massachusetts,2006,Diciembre,4.7,MA
Massachusetts,2006,Noviembre,4.7,MA
Massachusetts,2006,Octubre,4.7,MA
Massachusetts,2006,Septiembre,4.7,MA
Massachusetts,2006,Agosto,4.7,MA
Massachusetts,2006,Julio,4.7,MA
Massachusetts,2006,Junio,4.7,MA
Massachusetts,2006,Mayo,4.7,MA
Massachusetts,2006,Abril,4.7,MA
Massachusetts,2006,Marzo,4.7,MA
Massachusetts,2006,Febrero,4.7,MA
Massachusetts,2006,Enero,4.7,MA
Massachusetts,2007,Diciembre,4.5,MA
Massachusetts,2007,Noviembre,4.5,MA
Massachusetts,2007,Octubre,4.5,MA
Massachusetts,2007,Septiembre,4.5,MA
Massachusetts,2007,Agosto,4.5,MA
Massachusetts,2007,Julio,4.5,MA
Massachusetts,2007,Junio,4.5,MA
Massachusetts,2007,Mayo,4.5,MA
Massachusetts,2007,Abril,4.5,MA
Massachusetts,2007,Marzo,4.5,MA
Massachusetts,2007,Febrero,4.6,MA
Massachusetts,2007,Enero,4.6,MA
Massachusetts,2008,Diciembre,6.7,MA
